Project_id,Fund_id
53618145550079065KH39325,424
53543128653107799SQ16222,424
53682159006494760AO21110,424
53773409551525396DC21469,152
53682209848973778AS15126,152
53904789655055931FA61136,752
53754329647004511VS50662,888
53673857478516716FF16462,413
53776439430325034HT12345,777
53349851312695718CW73065,794
53575517733199533CA97979,794
53952953014444259TP73445,725
53610954562039448BE33969,765
53190542634715752YQ16298,765
53457744689930016IP18206,737
53491156360207789IF18603,228
53125282504069082WC10073,737
53115951836240838SL99107,272
53750180196584654GW56854,272
53495539567396737GF33244,755
53168122328946930AJ89579,794
53477503024374080WI20514,722
53578147237724480HK15305,265
53755875295942980VB43497,160
53364362514284256NY41497,776
53243191528963676YG24439,776
53915183647799397BP87076,160
53191615931516106YX54784,727
53874597653418060HZ67174,233
53501345689151631ZR75779,160
53923883851792357NI37040,79
53381021649196414MQ62257,727
53775289681690618DR81861,756
53511307020379532KO86566,79
53572067946497196NZ30483,769
53609928036231625AT97651,953
53299588017764068OG49428,727
53121804791989989IR42855,329
53102956351744936HR39388,727
53577809887093224WC35531,727
53597630786088765IS83959,827
53608359999307379CD28744,113
53802896426918083EM40303,113
53427162938587726KB35314,777
53328663977223910TS82232,272
53704801675360410AI30208,737
53810232291514987JO50237,794
53582329775909855PI80066,255
53858147328069561FG40003,79
53343679742808596VX53355,287
53251697001338051SK50121,727
53937633487291941AS41664,737
53433358224761269HN99093,727
53594962507273622KB19190,727
53493946262673831LF57706,777
53743844505319133NV86221,287
53122603338136396OV47478,281
53295433862518584GC56540,287
53845657404473715NV50520,497
53266670708199097AX80663,497
53953540628867220VD37976,765
53796951015023547JN30459,765
53828700837389904SR29172,737
53525053847994695GP40932,737
53818232971769196SY85834,745
53295692644565816UU33374,228
53574015157497250UC56124,737
53405513371607740UN46876,737
53489796984280897RR80027,737
53666989623173903OY21611,755
53850292136458623RG60727,160
53139697492185617SQ73282,737
53471383700402475MF29943,737
53679184467255379PI63027,794
53314763621072010FF87250,727
53444691970402401HW20433,212
53811246566951418ON73426,233
53770748345335033XZ63923,476
53366583932385508TG60320,749
53996691403509068GU28305,299
53622043357532580SL76544,766
53877741981496133QM86701,756
53376579933044965UW46748,727
53510137103460626SJ41085,424
53120878711578698UE99784,727
53736897948780938CV32722,136
53261527029210171IN28731,136
53940385478482630YD12863,751
53729842285355480YU16995,745
53427641664921859DP42893,794
53191997566028377SI62248,747
53147884323275870JX27914,754
53454877540105632VU15398,754
53805640293597113CD39380,769
53920737107713385DY10304,370
53961065795307387GR76972,731
53895804525673124EV43664,766
53645381723916015QV32908,766
53685672545797210LV23634,370
53657446247003351SP99409,745
53275033233797161MI98012,769
53533718583067640DJ80447,794
53675000175556008AS61180,794
53356686395488416KR48225,794
53840129068670616KS22643,424
53298588944526203IT27605,79
53248095317683358VX95209,492
53500422332461584EY66930,292
53426044941751058ZZ42794,150
53950365607659602XY50221,262
53179606602431630VA92033,150
53150495099751841YJ95416,737
53671573714030917NI81289,152
53253271787083569AP39646,766
53995221224868893RE89363,218
53619604247629117RU31312,737
53115720703842275RG51855,200
53765806642418119EJ66434,299
53431814987888021JQ43059,537
53431512610183295XH87007,160
53670640686955809ZL49984,727
53178238380190669WK89237,160
53132065438770684PF31597,737
53310289680958698ZZ46717,737
53584805699906985WC56915,747
53320603313288378SG10384,744
53913071584325543GZ22288,794
53828676309802850KM39017,747
53770564752125887XZ44556,73
53387843317194292EG57624,79
53613248878022161LM58211,794
53898043631874155LS28869,228
53988171984473583KM52808,794
53939817660406004AU89602,421
53113174686133997HS84565,756
53180011794822519QY87560,737
53141012361395567SI38115,346
53347005796973795NR99347,766
53953461952146480TH48246,550
53789819189459305JG78330,737
53352779701455972NT65327,727
53948346750289344PO17952,256
53938147168385911DM41006,958
53135745795029832UR19934,737
53836855135485877CT56920,737
53146581455500758MR23087,737
53567557400166212KY41594,737
53367079217468577EL38452,299
53155902361001839VH16898,737
53302578323295228RB44644,262
53973561546872663OQ35565,737
53139072705535104RE53390,794
53583174313458399BR62657,794
53103201924818677OU84467,737
53251834251644987OJ12942,737
53919274436201156YH97757,303
53811118683514152YS25055,858
53567990223949333SQ74490,737
53730356764809147HN55611,894
53384823964971580XK71086,737
53477577816140202SS96594,142
53352135175655638PM14107,737
53194459546527142AD32793,727
53726334153607624XV81196,79
53142260811839170NQ95319,756
53664654846403607YL90802,727
53502665645188411WM29023,737
53472356290466052DE35268,727
53266969469781522AP95609,737
53352496382160572LK89482,737
53372786352714650KP43416,424
53992516386253663QI94300,233
53622642571439348TT98849,754
53568077662883700WD83719,160
53280006631789168MN80317,737
53488457081864883NK44086,737
53475884790652162KN56481,737
53890681198364592DN15241,233
53531915824958318IH15491,737
53580993156483286MJ21627,79
53858224989475420VB25522,794
53632178329761188RT24930,160
53534355082684768TP87705,737
53519983886028954IM75501,160
53999359419137360GJ25121,737
53868062561741177GG34884,737
53688896239710666DQ47780,79
53572732936783141ZM81839,727
53371982513175674AY52380,794
53842664102291343FM25811,737
53308243169198397XH72707,794
53566936255564097OR97375,756
53502249958382884PX28819,737
53926705345179907TN39796,566
53110018815275070GR85771,475
53279836164609685XH62782,784
53814979690593020LG15229,737
53872643190469858GW96905,183
53231658143545229MD90539,766
53240413842531002BK93019,308
53948204809400434UH20727,79
53985755943925170LZ29700,727
53999114686209716QQ37802,160
53339696538849157PY42272,497
53623286321749521CJ38508,136
53905272819665486IT64783,727
53585190259734221OE22112,727
53321156182943894RP38720,737
53743257590787273QK44070,725
53870015884616412MD49967,285
53831802681505384UD89197,285
53443593940506261TQ39995,285
53108742289640329UC64254,136
53179301236003618SW29740,784
53593902925752292VG39368,285
53639426574936328LS16136,953
53113017715528003VB19870,424
53338925261092635TE51614,424
53380704774283118HM53915,737
53434131796611824DA50534,794
53375593181428654BS53943,88
53146053596599523FG20467,737
53339392417977884XB95434,737
53976354077510494PR66728,737
53335304400054237EK76768,784
53862891743006294SF46505,529
53473956477210119EL11467,539
53131027425471302TM94230,424
53942175075929623JO28042,888
53563029281182649OR41566,794
53820911785928379YT84888,233
53468064232534989FM93526,776
53632665332938873MT53183,721
53495368266925752ZW73371,550
53700323119289616LF33794,79
53798886232942107CG86051,727
53637507700973618WH86287,747
53191236081359939AQ72983,233
53965739654605047JG91225,747
53506327035385050PV76183,160
53661144507615802QE78017,747
53549101172204530DI80510,747
53896435218614008SX62906,953
53221978751008910BE91906,747
53227406421690172TQ35352,777
53162867608466400EY77054,727
53717152152690093SA51887,737
53929325364292569RD70646,500
53502751560745066WE18602,413
53981020654722839RZ53811,749
53769548422105564NW58580,727
53404323071747672DG88592,727
53305597756364137OP26559,747
53180491609077910QV38915,497
53215679654133594WO10270,823
53710300219200170EZ42635,160
53753382756315249DJ64396,160
53618625613520261LZ51111,737
53597473757134298TO57663,160
53355460890190072GB20320,737
53139425426240648PZ45651,737
53576123152402402QL43702,435
53964039133550653LA88937,737
53326144769136456ZZ43287,727
53404387695324824LY32269,888
53341353939094999NS94889,794
53770754904433355OD57287,737
53869189773825581SS19332,737
53835690211047989AY43135,402
53704243467140998AO23399,537
53175524397079874ZH61811,537
53345426688708854GC32511,537
53862525497315003XS38019,537
53216503125038117NG95889,537
53781715758765299XV12784,299
53777034330022624ID86544,812
53667302458665444PY75209,233
53405855222182121ZC41082,233
53611522559414974OS73556,747
53206967348491461NJ16583,747
53894775839772173AW45999,747
53895695634297693PD66817,755
53942426745360966KX19448,755
53990263956033158RA42413,407
53478490640312467JP30780,740
53119627068630051SR95136,407
53154019220802719OG81307,435
53495817457083244BA82122,435
53607862046426770BF64630,749
53400956135707567FC20327,794
53599529918735137SD17144,413
53703794078946957PM22681,766
53577307471595749FP79355,756
53201446279090032FG70649,79
53571689301744392DK47280,794
53138512117037588WS39716,566
53206316384861850JC41287,721
53185301376606438VM82175,79
53230041763394871SQ47986,424
53722118435818386LQ87737,424
53578616909245277GO27901,424
53680478353972328CA58326,794
53703494989417928OR33390,727
53399758145099838HW58149,737
53767930293462870UO99228,794
53453643523826200UG36001,722
53701697541660668RH76253,727
53172163444810735KK99567,747
53826857798033491HC43609,301
53182719587598082EA73896,134
53940474549648925WL33124,722
53109465989443289TC63517,483
53975354825630946SJ14534,749
53250652312708622EY50729,740
53690231711191746QM76464,737
53521567148075063XB30712,424
53103984647879181YM10259,333
53949470422583628NG80391,794
53936178560824420QP43106,166
53746680142338427NA50620,745
53983614582904022KZ25935,166
53972663602729622TC88995,762
53639837907588555SR74079,79
53742140582434662SO28631,166
53642941946026558DZ94555,727
53232959424171439NZ96146,298
53932083938340141CY19694,299
53776283106080088BI46400,794
53702757694269426XT68009,794
53553634779750410MS63383,953
53172265906857183TN40787,727
53225557898683352BK91098,737
53256583311659841MR55244,737
53325301916951840ZR26787,160
53865700574954237KH99934,737
53983489798713977WZ30972,747
53260255574007765OS51871,737
53193192513137722MR92253,727
53357186932826486XY63475,737
53337374476226391NP24282,233
53610641594395720MH32647,747
53756097193960673YI72896,737
53419892323509034UH86840,152
53338853232973471UP68730,737
53428408015882543LR91007,152
53572808133245180SN99949,233
53133754862112777QF88051,737
53390099568505419OP92581,528
53583422082281681JA32281,764
53684092082023240DG87902,725
53212270806474988MJ42445,776
53871552259042453HX21082,140
53219382239536790ID48918,724
53842605154195254FJ99567,737
53537472861581954KV96915,79
53337600153245584WH29765,533
53363895999809327PB36011,476
53836290408756676HR61493,766
53380534563361537EZ10072,727
53500945709560064UW57539,794
53994664967820030PA68431,737
53151051727413515LO80989,740
53518524661322801CT39461,727
53434274176302900RA83718,79
53956844747515481OV43265,727
53621234545173076XW82470,307
53917540213057688JE22825,202
53485364460390431LL70763,794
53851636048933915KH45066,79
53503489986703107KQ77472,191
53382247301010824BV23383,79
53777119449329884YT33186,166
53291388852701090FE83176,233
53764547514038365RS71738,299
53208076564999690TD48211,233
53115792127514519AT46261,747
53201172723175953CE37717,737
53710943785903532KB56341,737
53753816798165857FB42476,265
53877065986699538XU59503,719
53391821608495221JL61814,528
53201331941021505MS55571,719
53361465923738677LZ45413,737
53293796093401916MZ67926,756
53644722746804372DU14635,737
53914048320611850GS73811,737
53806709578673443UH41319,737
53656836105193099AB34096,299
53857227795179307SX16794,794
53789781265490907RL72540,756
53967883938723025WE59482,79
53992056046562001SH44033,183
53505412231979492BZ20676,79
53501939035850404GK37589,853
53326897513749103CY53003,79
53751220176924496JB18885,727
53630543704151891NF99916,794
53734848558046487GE51462,951
53769687173360975XA82269,794
53824017734559914OS40662,766
53821831375493304BY10306,794
53900741767165935GG34258,821
53930687062304008ZP69500,737
53685974563983763JY56033,754
53146707815260383XI46371,756
53749479337525058NE93895,756
53977694741368607AW53326,756
53239256701418926BW71683,794
53223605574103474DS85812,888
53619419167114175HT89036,794
53962797195872576QM40392,794
53232058349222625SS74903,113
53766106762047212JX73155,113
53274522453108541OG85519,299
53321156623175088WG37636,794
53130445694124129SM89885,765
53143884026273330XC43224,424
53294635413673616TX51318,233
53223340888855788OV81612,794
53681985462201512AJ24902,794
53636484243527909ZA18991,307
53849619668459439TQ59137,465
53135996395454387ZW90146,412
53893578325741979NJ20370,160
53120060097961265CP40558,299
53221112546661343IK15099,537
53215196855051938FE45286,727
53363847485734583NH94188,740
53710678732945855OT34779,179
53180135381693552QE35183,953
53935340004143168DE93706,79
53584481962039580RT39551,747
53364041485580285HE56730,747
53152351735135855OI84954,160
53207595541779997AB24220,745
53742235518220358ZV40523,737
53191339758142139RG95919,745
53829363071936823KG43121,751
53397173505732881WF40386,739
53408689439596838EI78560,28
53404766614543435HP45649,79
53137384267262594UX80194,794
53106259144205118AB84563,794
53812237774907468VT75500,794
53758192017942306EW14671,402
53780235449867616AN35245,152
53299347047711790ND22137,737
53544576289367166CY49793,737
53855516642621897BN49791,888
53109357580307056SF11338,756
53189473882365186QT98508,155
53153853712548318RZ90543,737
53856370705293130JY66283,737
53366514425797722DG47437,737
53146199873569125RL55170,737
53347312497333990AJ96241,737
53928949211988723EI57138,737
53538299724247497UZ22259,737
53983255697691042ET50413,737
53582342792699075TU29873,737
53617900652803051IB14112,737
53626363642404248RN92180,737
53599165812610471BT32662,737
53944394277636264NL73740,737
53880314049430818YI48449,737
53186390241487711QG54239,737
53488477826043222WO65910,737
53150480034672283AC70978,737
53499583142819290QX38527,737
53447008769041821HD37728,737
53959599158465179OX51710,424
53299759009281962LB82695,424
53970648889497377NI63569,765
53146723967157469BY96687,727
53230728835509213JG34419,233
53203561868942444XR24841,737
53990990698089262PS70084,737
53374487463571498ES86895,299
53600801448399772YK89805,79
53837849718108225LO78506,79
53668888708060721NA30966,550
53678100874243157BP29082,747
53410820226690095LL47658,736
53950417433954884HJ59078,155
53666513758098854OE69522,174
53320746280598720KA32432,725
53732647962448125BH51635,794
53461589744243719UR34123,727
53892001675088318LG39705,756
53549585780365835SQ46264,299
53173510134664915MN47907,747
53996898488223285CZ24889,79
53427022416436919FH62503,73
53190159332327401PX91736,747
53778406585592793FR45475,766
53346705593793845NC89349,953
53966982851049601OU80990,79
53552465947488296CS90795,299
53599223144270025PU34099,777
53483270409476126PZ56049,228
53967601840901656MN40228,233
53178037132717091QU92347,737
53443516162752693FN88067,233
53490252871687088JI40139,747
53148772929141637DN21764,183
53944002720957421TW26854,727
53502593626507929GX13321,233
53590326660394632NH37975,465
53330480612964710PX40105,794
53200149092626384RI59722,424
53732174608930676VZ64452,152
53655583310929069NZ61830,756
53872896943246257GJ25350,191
53754458320922841CM43983,736
53572260653127620YA14162,727
53511885836017726PJ51820,739
53156510711185635ID24074,739
53539702015315001KB56114,739
53628750466701739JX54431,739
53118763259165350EY61611,299
53480405741163288AN10009,715
53245232699044940PG24109,299
53900580004268815NC97356,160
53441902815161845BL24415,299
53643837599494605LR84920,160
53509345357039046XN27771,160
53218960429912504NO82119,424
53994853308117385KE64193,424
53218055403117546ZZ46721,113
53674018230163006LT40269,739
53172042108898440FF23541,152
53913941882975919MV38574,406
53439350142808585QW93491,160
53622321409995354LT79938,747
53305973023967064HH18114,727
53469798859784317AT43365,160
53153523128065240OA13496,727
53644069528795662NX54455,727
53849953939987066FB29960,747
53764573219943577YD73376,794
53578564388870121YZ66662,739
53977094197403452BL31811,152
53667161242868197DQ71864,953
53183597564440790AW86501,727
53712959251611840VH10137,413
53211971289310117MF12077,413
53680507828723531ON43281,413
53701351476613987KP18201,424
53728759151847853RI21145,794
53430644011814740TA16885,299
53544322237148236RS16502,794
53634849528146956DR21216,888
53144864614389644PZ48932,735
53269942929101873DI15041,737
53634533632414577MI94755,794
53656095682873649EP40376,737
53511764378030072PD85685,737
53808844663254000QO30848,160
53318563842027709EO56368,737
53293035435469785PP63780,952
53530532600879535TO65788,132
53988641408655176VH47825,737
53540936822784484HR65304,233
53343521440176428DX57025,777
53791900650687553ZG30099,233
53179582091947842KJ34239,727
53355071694001732FP66001,160
53453276575592189FQ37738,756
53881679260895333VD23967,121
53171124202324811XS22320,134
53743255552248553RZ16872,737
53932872562139942SP50627,740
53111133117513950PD35061,756
53271873130398621UH44138,756
53439073360406888EK22232,794
53284809894348934TG85435,737
53724820310605085ZZ50669,737
53705277250058933FP82627,727
53963885483467230RY65970,737
53557705982433486PY59689,160
53415537986538992FF45610,79
53253634650562248FK83588,737
53939205031253974GH58913,299
53416744672786297TC63066,79
53895562473871312TX86728,160
53490138811601701TP46678,737
53562207074036991OO66571,737
53616296774221634MM71513,749
53786170593321352ME48024,725
53539760348706827XK71066,756
53792967437757646AQ44738,715
53291300926726930OP47414,747
53727884784512905QM40191,756
53867465724364027QL58574,738
53270445422359158BZ69437,716
53577466079338677BW59406,79
53363548719048217CT92440,794
53721924441553321TQ24065,79
53461651636877660DY21671,82
53934786378477922CR41458,794
53226288305174610CZ79868,424
53279766564468043RR46618,424
53802337486596671BF35692,79
53763001975955497AZ49422,756
53860028253150554GO46628,43
53585440026984173TL62779,737
53273952261600720MB78044,727
53189572756257214UL62475,727
53304087334148741DW69157,739
53581666989174828CH30075,737
53231758079046521VO69878,739
53948924105334228AX38045,739
53160618213003126DZ73753,739
53326812163202247EF95762,747
53951014259099450PH12484,747
53624875334235969CN25944,152
53174760784327484IW23039,738
53679796808252307JU25907,747
53662306891788157FD76097,736
53372192177005646RI75194,794
53877609323061466BP93648,765
53855641839784556XH61209,756
53479858260732692MF41234,722
53150020221233842KJ68316,794
53223446245720803EO68094,725
53578580783718742DK44858,152
53286783577774706PP45592,256
53153894760819064SC97695,303
53541027904637169AN37659,878
53403053554544894MM24886,79
53603393199029103WH79487,747
53832683496706261CB89682,155
53629893776405711ED15954,202
53703455875685214YP33318,755
53806772664501979AH52567,754
53734890360343143KT68199,725
53966332928868020PH34043,519
53807330828787223UI23876,722
53110164984468174FH24906,737
53201220888444937TO74570,299
53682597892943392EF54514,920
53193863714377650IV54723,747
53371865790508953MQ65463,747
53298211337261105FM48010,747
53427840948054992FN88088,870
53375844492031724JD78995,299
53159943510300909TK23275,748
53890799917845194RQ38023,749
53117033437594535XZ89075,299
53481544656033900HR30302,888
53627577448198229RE46241,888
53764403558132813SS35895,878
53524263262797250VL67339,738
53871447906218525GQ30018,794
53648204297062822KP76893,888
53263895307558151JX84522,756
53485093911946759PF20817,756
53947658887132525ID79128,756
53569363992846173KA16904,152
53612435276144232JY74881,725
53748186824571368AO70869,747
53187605974056679WU53712,79
53290978383249343CE97538,756
53555512271231256UL58743,79
53946959629392297PS33977,756
53644259493449083KM24222,283
53894431700910008PE71068,136
53266967857017783PP85319,858
53887029376712332AD80739,727
53837526460437298CK37225,424
53279873309592363DQ23892,737
53900420639883785HD98924,737
53459855763958730ZU65828,299
53476632984276610SL80495,299
53911758840543991MP13446,794
53945547230727396LQ84572,794
53600906748567420KB82058,794
53484650400227358IM88863,794
53780616771562378DJ69793,794
53397037769982511PS25642,794
53664925472139639FP97477,794
53300101920907340XD44288,794
53111408064922359UP10659,794
53272599620641515TR68445,794
53234015633503832PZ15603,794
53717082502638861PI19456,794
53930302520579206CI86634,794
53850739019059188WL17757,794
53925821191164689BQ48252,794
53670986154445543OC76846,794
53271404747610337MS89097,794
53490169866524338LL71474,794
53909738893661300LK83645,794
53247676459393822MR82285,794
53664100310061465MY18402,794
53486329896199019HX91817,794
53292428738474967XZ19149,794
53498007532958661UC50732,794
53700517144017588BT50608,794
53300685952374365GU46170,794
53517460995091245IL33052,794
53327681346077852UD98042,794
53368238288906467YX53268,747
53673954179236267YG78632,794
53401471373398910FD60713,794
53532569511485595IQ88053,794
53391200324664203ZK51043,737
53548149220434917HS68175,747
53686016140145945WV54711,727
53863139434937352EB71154,727
53983158870676142SC30532,727
53933620870048077PX78114,727
53270736904791333HO68235,727
53968231880022259VO94281,737
53958145642887787XC36337,79
53760768467795624VQ81344,727
53997198515882069WX70950,155
53490908623723322TQ64124,79
53389687472195155JM35893,794
53641831086425763QO99224,794
53909923701277167HD25883,794
53829455479635524XQ43946,794
53974627118543956AF20770,737
53983232460868681KH97220,889
53828053637850106BP35821,794
53293481643901673JV39056,79
53288155691871434FC21768,424
53658495577786864PF80210,749
53919068702546575UO82172,749
53639843691122431YR54925,152
53608313195564022IJ41975,719
53115395367545444TR75138,299
53810059778639631VP31037,299
53701914719311883HT86710,299
53231221350011444TV96908,299
53897289691274548QP41134,299
53922475705377155NA75751,299
53739216528262236BD43874,299
53525672784209653YZ30028,299
53449032782007002YY17394,299
53428916055740473FE51615,299
53720557004498138JP49639,299
53865287317947776HY98140,794
53707045034622513NO33740,727
53896358645522251CI11714,794
53854893189654178OS24426,794
53498315950240945AB44256,756
53582133541600124IZ60995,756
53988995776368048DK74228,715
53342323134156670HD41834,727
53989511837738084QU80913,754
53814582680288629EN19022,754
53786872422164205IG64558,725
53221166382851118JK15416,754
53791207572719541CD16499,754
53424829672270975LL11663,725
53937542248809791MJ25681,754
53401252910095314PI13018,754
53851197391547795XO43398,754
53784825911654631PI65237,754
53171837304999346CF56119,754
53309567891982918WL49662,806
53505522179863774BW12962,754
53718029535765797LG23196,754
53596355008040352WR33594,751
53432580775453618CZ58237,425
53727027920428882EX52383,754
53213114792926822ZC86912,725
53278592382611562XU79433,754
53807899747233638SF30090,754
53272268115153971IW75880,794
53369919973852828QH24101,794
53281206068035155TR43395,725
53574334935216283ZV85788,299
53639692648442502AN99950,299
53721732990744658IP92769,299
53701711007702343VD41699,299
53646012577732555PO34078,233
53248071735567586WA37554,737
53876744401826058DC19782,737
53394431051547701RJ20933,737
53501351021135124NR30026,737
53270544930448392NU89922,737
53524541818701919QU33007,737
53796919374311326GJ50524,737
53364628825077206PX81130,737
53616531040811181QI32825,737
53890014525852014XD69270,737
53335091072505056QL38125,737
53257121635426091ZJ96658,737
53902880259819729AJ49660,737
53398618609302787CK43445,737
53630714023691368TC66644,560
53375793104437559FP14875,890
53221937172679007XK89193,832
53480546868455737BP70037,749
53639637777915719EM42840,736
53584010171781757RY20953,763
53567675651971931YA61657,749
53544107236070486ZQ75067,765
53446982542022392DU75080,794
53116914250024282EZ33493,725
53679586093037696ZM92729,765
53664040115187807FE56093,763
53427688845065286VQ30848,749
53259620529383193QS75190,739
53760783185050499AA40034,736
53725528842967942FK45111,749
53486982102045689VK75996,749
53584578822116184IQ21259,763
53421942393084220LV56333,424
53416190746236873NA53406,749
53109537071630294GF11554,794
53435014362060772FM38426,738
53652104701636938ZA91891,739
53320630076541285FB19104,736
53496766026841236TQ29858,737
53278683551006942PF10896,737
53578198778836181NC29583,737
53232196524992478ZL91559,737
53945123571791267NS58146,737
53871102813219051QG71765,727
53353429506273933QT45406,737
53913402898823894EO82746,737
53186620446001451PU52456,737
53493728703662011MP19944,299
53510447125919071BH73592,299
53741020693518774IA38659,888
53552560680898149EN52845,727
53307417563586724TQ16603,727
53562927265399973EZ74484,727
53184328026067336PC62509,754
53572755106559145KU68807,737
53476306607032858RN47021,794
53156300667769257OX93958,794
53241783413392690DY19771,737
53240639263312033DQ50015,794
53674092100799840BY19582,794
53588009793113627NJ93943,737
53382418935269748RI76467,737
53244449533716478OG18819,737
53555981017054149JA33320,233
53956292448527952ST95217,233
53594268231106378IA64408,233
53885318552881874BA78624,737
53767588592457582EF87874,719
53795677676128854ND72657,233
53661185699948504RI88499,530
53287353063825324RT29420,953
53628892236234081MU18170,737
53245079240648771WV77281,770
53528857984980852CC73795,770
53833848271218619QM52599,233
53938752084966958RY29399,233
53163602286241889UB64017,233
53808002936809182VE96224,424
53825172748156353QI67124,737
53699697106534770LC11658,737
53833447677977487GZ51161,737
53517606140860385JG11849,152
53473163842227572JC11099,737
53158630014514277CT75204,152
53104973096133788NY83091,737
53413839586586397VS48400,737
53797374188181868JZ57916,737
53633847516102979LP21192,152
53951236085654621TU54516,737
53870246157965089KL30599,233
53868466548069805LL90672,737
53561873614402005MP90088,166
53866417576861348LX92569,737
53285382974401870IN72935,737
53991484358153242XC87798,794
53823044041267973IB19293,858
53368002497381932BL31744,79
53332381214402861BL53575,727
53987507075195769HB90259,727
53517033103421554VO50763,424
53356264387221594LZ32530,747
53448383533808572JA63669,737
53745214694614446AS22024,745
53101239722426071VF69734,794
53735504679030662OZ16368,737
53592214507589015AT60150,737
53286605552695465HC68444,737
53260567049049107NG56203,737
53696653018004559TG85740,737
53254415659062080EM38337,737
53408568222876860PF71386,233
53479848513999979NZ66077,737
53441067336850999MZ28214,233
53478378052480110HH62443,737
53207657668731674BB11218,737
53882957070248294HN64020,233
53291315254379268JG44106,737
53584438111220589CF98600,233
53545385228988775FA30839,737
53542023365404861YH86296,737
53133401064330567UT71347,737
53992247026069403UR81819,737
53175708477980343BH19401,737
53634610994669860WD66563,737
53892247981937336EL24486,136
53692584316588635AK54863,233
53145562227675912EB25628,166
53521208593479740KK61066,166
53100784145276877VA52673,166
53216770249241048JI16614,166
53143473583092170GS71552,794
53719907359921263CL23047,166
53634587541964035TL97942,166
53651485469348807NK43139,166
53936271705517051RB54879,794
53441231959211830SM74423,727
53137139989798137WJ99061,737
53866299457995458QN86965,722
53165019114407181WU85234,424
53409186788721124IX57252,424
53804702635960938QV54443,233
53971701102759853MJ69830,424
53358194940236966IA44773,777
53488480873752831WC52141,756
53734308052919360UA53059,160
53751823194952613EG22932,737
53734343334561287XU19511,737
53871728927679703UO99399,413
53839424749757348DS25474,413
53524250858167372ZT80676,537
53140854923101125CB44883,79
53383696090186287ND95530,737
53155705815380130UR74913,233
53467586591974276TP35888,46
53981132774019075IA97767,46
53618731894780015ZR63183,46
53635364448421768DL32004,46
53135426505114817KS97415,40
53679050483242266UL79075,46
53606883143868109SG75747,79
53702903011913635QA35378,160
53222493200573290HU65419,46
53458107430607625OZ61003,101
53234812149923498VD60973,172
53149183030986486SB75433,101
53437322645134945YS67357,79
53634234389147332KI51334,79
53515511175254491KS96783,101
53716745199569769IP18425,262
53953864619349509HM14144,262
53360627079889011JB53076,262
53497791655915320RS44903,79
53141637960496117TN72829,299
